tweet_id,sentiment,content 
1961284535,neutral,lack plans tonight anyone going out_int_
1961284607,worry,_at_ grrrrrrrrrrrrrr ive barely read
1961284750,sadness,_at_ _at_ so_com_ _at_ pointed able involved convo lack iphone
1961284984,hate,today know_com_ life empty_dat__dat__dat_ thats sad real_exc__exc_
1961285420,hate,_at_ keys cracking crap_dat_ kind miss old phone already_dat_
1961285974,surprise,ahhhh_exc_ cant find anything way much open
1961286038,worry,gone 8mm plug_dat_ help_com_ said i_clo_d go maximum still want stretch more_dat__dat__dat_
1961286197,sadness,24 hours now_com_ since dog put sleep_dat_ rip old friend_dat_
1961286235,sadness,wouldn_clo_t mind sunshine walk_dat_ you_com_ summer_int__int_
1961286373,neutral,sore head
1961286550,fun,_at_ fun_exc__exc__exc__exc_ dont school while_com_ wish could go germany_dat__dat__dat_ like 1 hour away xoxo
1961286703,sadness,_at_ sickening_dat__dat__dat_ shoot will_int_ smh_dat__dat__dat_ prayers family_dat__dat__dat_
1961287051,worry,gosh im bored_dat_ early_dat__dat_n wan na go_dat__dat_to sleeeepp work_int_ _ast_kay & lt_sem_3_ast_
1961287132,worry,twitter _dat__dat_ tweet tweet
1961287379,sadness,_at_ it_clo_s ugly gray outside even san diego_dat_ cold_com_ get 70_com_ may_gui_gray june_gui_gloom us
1961287443,enthusiasm,_at_ i_clo_m weekend_com_ expecting way hot
1961287800,love,_at_ eyes starting hurt_exc_ it_clo_s getting super late_dat_ got ta keep tweeting_dat_ haha_exc_ philippines tour_com_ please_com_ tom_int_
1961287802,sadness,finally got call marriage counseling 3 days late_dat__dat__dat__dat_
1961287855,empty,must applied 20 jobs every day week_com_ won_clo_t one contact me_int__int__int_
1961288431,worry,_at_ nope anthony wrecked car help get running
1961288549,worry,can_clo_t believe shit_exc_ i_clo_ve spend 30 minutes snickers ice cream_dat__dat__dat_ seems like one anymore_exc_
1961288665,fun,morning_dat__dat__dat_i woke watch _at_ today show_dat_ rocked girl_dat_ wish could there_dat_ close far away
1961289110,happiness,finally got 12 km traffic jam_dat_ we_clo_ll probably able make time laps tonight
1961289509,sadness,smart cars worthless cars ever made_dat_ & amp_sem_ makes sad many see anymore_dat_
1961290071,worry,_at_ true don_clo_t put case i_clo_ll break week_dat_ don_clo_t worry ill find way make work_dat_
1961290460,worry,guy_clo_s keep voting ask u_clo_r followers help to_dat_ 4days left competitions close_dat_
1961290637,surprise,hi ya twitt_clo_s_dat__dat_so leaving sat morning tx_dat__dat_sad guess got ta really find job now_dat__dat_if anyone atlanta needs great designer_dat__dat_
1961290660,sadness,_at_ mitchell tryed add xbox live lastnight live show_com_ friends list full
1961291085,worry,throat killing
1961291344,empty,i_clo_m struggling today_dat__dat__dat_nola woke 3_col_30_com_ i_clo_m running sleep_dat_
1961291543,neutral,still craving cheeseburger_dat_
1961291682,neutral,back worcester_dat_ work week starts friday 2_col_30_dat_
1961291796,relief,_at_ boo i_clo_m week late long u town for_int_
1961291826,neutral,_at_ even ie8 would better
1961292475,worry,_at_ _col__clo__par_ really know feelin_dat_ wish could hug
1961292495,worry,roasting probably death
1961293363,empty,let
1961293583,sadness,gus_com_ formally known world_clo_s ugliest dog died we_clo_ll miss you_com_ gus _url_
1961293657,happiness,_at_ nice way 2 end week_dat__dat__dat_
1961293731,surprise,yesterday heard song taking base onto plane_dat_ someone help find it_int_ don_clo_t know anything else it_dat_
1961294009,sadness,finally sunny days i_clo_m sick go outside play_dat_
1961294273,worry,ger foot killing miss matthew
1961294291,neutral,_at_ yeah_com_ still waitin_clo_
1961294566,love,back home gon na miss every one
1961294676,worry,_at_ gods sake isn_clo_t even birthday yet need cool job like that_dat_
1961294813,neutral,last lunch interns
1961294895,sadness,freaking tired_dat_ it_clo_s like body refuses move_dat_
1961295206,worry,it_clo_s hot_dat_ don_clo_t like it_dat_
1961295249,hate,hot_dat_ station isn_clo_t packed train packed_dat_ windows open train_dat_ roasted sardines_dat_
1961295702,worry,ugh worried math test
1961295710,surprise,_at_ got film developed asda_com_ half gray_exc__exc_ black box top half why_int_
1961295754,worry,wish weather would slightly less rainy could use hot tub_dat_
1961295778,sadness,fell_exc_ think knee broken look fabulous
1961296034,neutral,hate today_dat_
1961296117,happiness,thanks everyone_dat_ unfortunately nothing done_dat_ sales speak themselves_com_ doesn_clo_t convince diamond_com_ nothing will_dat_
1961296251,sadness,ds died whatta letdown_exc_
1961296442,hate,_at_ haha k stop here_dat_ not_com_ it_clo_s going turn bitching section_dat_ ohwell_com_ parents came home
1961296484,relief,ipod taken it_clo_s last breath_dat__dat__dat_ im truly devastated_dat_ lost public transportation companion
1961296731,worry,_ast_meow_ast_ week ago today _at_ road trippin
1961296739,neutral,_at_ singularly failed provoke anyone posted blog last time round
1961297439,sadness,_at_ oh hun_com_ i_clo_m sorry_dat__dat__dat_ everything you_clo_ve through_com_ last thing deserve unhappy home_dat__dat_
1961297634,neutral,come garden_dat_ warm beautiful_dat_ didnt much revision though
1961297844,neutral,_at_ link sent tax relief web page
1961298167,happiness,_at_ know sub sooooo good
1961298383,relief,praise advantages todays copy protection_col_ run fresh installed 3d app_com_ since licensing system donã¯â¿â½t let me_dat_
1961298594,happiness,whistling work _eq_ lame_exc_ lol
1961298863,surprise,tgif resto home dayuummm expensive_exc_
1961299367,sadness,walc_gui_ers ready cry_int_ going long day reminiscing
1961299868,sadness,_at_ may ask bluegrass means_int_ sorry advance looking bit silly asking
1961362298,worry,_at_ don_clo_t like see like this_dat__dat__dat_ must something make smile_dat__dat__dat_
1961362343,worry,_at_ good it_clo_s supposed storm later
1961362797,enthusiasm,_at_ i_clo_d drive get taxi_dat_ pool table_sla_jukebox_int_
1961363056,worry,want sushi today
1961363072,sadness,long sunbathing burnt
1961363292,sadness,_at_ i_clo_ve fever past 48 hours_dat_ see me_dat_ i_clo_m unshaven_com_ puffy face look pathetic_exc_
1961363882,sadness,_at_ probably not_com_ kinda expensive work_dat_ people weekends_com_ work_dat_
1961364975,worry,_at_ i_clo_m okay_dat_ ima go park play ball_dat_ best moods_dat_ got stress relieve_dat_
1961365086,relief,going bc making break out_dat_
1961365182,surprise,cant believe woman talked getting different hairstyle_dat__dat__dat_real talk though_dat__dat__dat_i clue hair
1961365526,worry,take bad ass dog pet hotel_dat__dat__dat__dat_so sad
1961365538,worry,chilling sofa_com_ hate vaccinations_com_ feel sooo ill
1961365631,worry,lost game 3 points_exc__exc__exc__exc__exc_
1961365885,worry,got back exam_dat__dat__dat_ im surely gon na fail_dat__dat__dat_now trying 2 get tickets 4 il divo_exc_ someone doesnt want us 2b there_exc__exc__exc_
1961365936,happiness,_at_ spent 3 hours sitting sun _gui_ picnic lunch + ice cream _eq_ win_dat_ bbq today
1961366066,worry,i_clo_m taking twitter break_dat_ cell dying
1961366316,sadness,headache
1961367066,love,happy friday_dat_ pulled yummy radishes garden_dat_ hope strawberries turn out_dat_ still blooms_dat_
1961367642,sadness,_at_ cuz love me_dat_ dont make sad
1961367924,worry,little booboo sick
1961368089,surprise,wishing could nola weekend oh well_com_ i_clo_ll tuesday_exc_
1961368576,surprise,im going go bed again_com_ ear _par_both_par_ infection_com_ completely dizzy_com_ yyyyuck_exc_ stomach hurting peace_gui_out loves
1961368743,neutral,can_clo_t eat real food_dat_ it_clo_s pizza friday_dat_ find soup_dat__dat__dat_
1961369097,happiness,want food
1961369133,neutral,_at_ oceans 12
1961369134,enthusiasm,_at_ thanks_exc_ unfortunately eu probs satellite provider_com_ even though tv looks great_com_ it_clo_s basically useless
1961369135,love,love mandy moore much also angela
1961369306,happiness,_at_ omg roach room first time ever apartment today_dat_ hope don_clo_t patricia luck next
1961369507,sadness,noo_exc__exc_ xbox got red rings death
1961369742,sadness,favorite shirt ruined_col_death bleach _hashtag_
1961370161,sadness,missed getting & quot_sem_twilight & quot_sem_ jacket _at_ modcloth_exc_ man wish didn_clo_t long monkey arms could gotten l instead_exc__exc_
1961370189,neutral,hiiiiii_exc_ texted u day u didn_clo_t respond what_clo_s that_int__exc_
1961370766,happiness,well im gon na go shower now_dat_ got ta get rdy 4 movies couple hours_exc_ byeee ~~ esther & lt_sem_3 p_dat_s_dat_s miss u katherine
1961370844,relief,finally finished emulsioning bathroom_dat_ gloss work
1961370877,neutral,_at_ think i_clo_d like phoebe_clo_s mom friends _gui_ stop movie sad part_dat_
1961371221,worry,_at_ poor stuart_dat__dat__dat_ wondering was_exc_ moving day today_exc_i expect welcome cake case neighbor _dat__dat__dat__dat_ hehehe
1961371560,worry,taking sad whole new level
1961371704,sadness,_at_ yep sucks thought somewhere said was_dat__dat_
1961372044,sadness,suddenly remember memories ohhh please
1961372139,empty,google going means doubleclick goes too_com_ means can_clo_t get work done_dat_
1961372360,surprise,made six days row w_sla_out accident house pops took strange place didn_clo_t give time b_gui_fast
1961372664,neutral,_at_ post later_dat_ comp
1961373002,surprise,& quot_sem_unfollowed & quot_sem_ _gui_ purpose_dat_ something fishy going tweet deck _exc__exc_ let know & quot_sem_unfollowed & quot_sem_ you_dat_
1961373240,sadness,paid bills go mailbox find
1961373517,worry,think ipod sick doesn_clo_t want connect wi_gui_fi _dat_ _dat_ _dat_
1961373526,worry,i_clo_m feeling nauseous_dat_
1961374293,worry,_hashtag_ sorry wife also moonying her_dat__dat__dat_she lovely lady dare_dat__dat__dat_she deserve that_exc_
1961374502,fun,_at_ dunno man_dat_ bout wendy_clo_s_int__int_ mmmmmm dont gots h_gui_town
1961374838,worry,feelin 2 well im sick_com_ jus feel like blah_dat__dat__dat_ _par_especially stomach_par_ anotha 7 hours 2 go_com_ workday far good_dat_
1961375203,neutral,70_gui_200mm lens hood fell _hashtag__gui_sea
1961375293,empty,feels really weird today_dat_
1961375321,sadness,one wants sit lunch guess i_clo_ll bury head laptop continue anti_gui_social_dat_
1961375377,worry,_at_ whn r u goin europe_int_
1961375406,sadness,think book gone forever_dat__dat__dat_ mourn forever shit_exc_
1961375665,neutral,_at_ u let kno lady_clo_s spayed potty trained _col__sla_ see still wants
1961375715,happiness,oh great_com_ radio disney doesn_clo_t crash latest webkit_com_ kid run again_dat_ hey wait_dat_
1961376024,worry,oh snap_exc_ broke windshield replacing wiper blades_dat_
1961376088,neutral,guys need get me_dat_ it_clo_s 2 weeks since i_clo_ve went cache hunt _hashtag_
1961376644,worry,phooey_exc_ they_clo_ve planned camping class reunion_dat_ i_dat_ hate_dat_ camping_dat_ _dat__dat__dat_and single girl left graduating class_dat_
1961376747,neutral,_at_ sucks mama
1961377009,sadness,failure
1961377527,sadness,misses bed sleepy_exc_
1961377689,love,_at_ _at_ em_com_ baby_com_ starts kindergarten_dat_ crazy summer it_clo_s going be_dat_
1961377769,worry,_at_ ta3ally ma3ahaa w e83idy sa5neeha ly 6ool el 6ireee8 astaaahil wla _col__gui_p & lt_sem_ & lt_sem_ & lt_sem_ kfff looool wallah thx bard w 7ar ahm shy 8ahwaaa _eq_|
1961378101,hate,grr_exc_ hate damn near forced go places_dat_ especially sit bus entire day sit house podunktown_com_ va
1961378231,worry,_at_ sucks _gui_ i_clo_m still hungry sucked food_dat_
1961378507,worry,thought follow friday gaining new friends_com_ losing them_dat_
1961379174,neutral,_at_ got 3 stars pre wash failed rince
1961379196,sadness,earthlink says modem dead_dat_ want buy new one sign one year contract argh_exc__exc__exc_
1961379327,worry,sunniest week ages_dat__dat__dat__dat_and exams
1961379370,sadness,frustrated copying 13gigs across usb 1_dat_1_dat_stupid old servers
1961379459,sadness,drag hell soundtrack christopher young delayed june 2nd july 7_dat_ that_clo_s sucks pretty bad_dat_
1961408948,relief,actually i_clo_m really missing fabian pretty sad since talked like_dat__dat__dat_ 2 hours ago_exc_ gosh time flies miss someone_dat_
1961409028,love,already feel like idiot phone makes worse brandon says didn_clo_t say right stuff
1961409278,worry,don_clo_t think coffee work agreed tummy
1961409415,sadness,ben & amp_sem_ jerry_clo_s fail_dat_ got email free ice cream_dat_ says click redeem coupon_dat_ click_com_ get error message _at_
1961409599,sadness,listening opeth_dat_ trying think missing show san antonio_dat_ failing
1961409619,neutral,going third
1961409814,boredom,_at_ really bored tonight though book think _par_y_par_ xxxxx
1961409826,sadness,almost fell asleep hair dryer tired_com_ feel like i_clo_m going puke
1961410114,sadness,_at_ _at_ lost membership got boosted 3 club_dat_ it_clo_s lonely_dat_
1961410162,worry,officially done high school_dat__dat__dat__dat_ sad_dat__dat__dat_ miss already_exc_ movie later_int__int__int_
1961410317,sadness,wow_com_ didn_clo_t realized limit & quot_sem_more & quot_sem_ button_dat_ sucks_dat__dat__dat_ guess two days max sign twitter_dat_ _exc_
1961410421,sadness,need new running shoes_exc__exc_ feet completely torn
1961410498,empty,_at_ envy everyone aots_dat__dat__dat_
1961410551,sadness,_at_ unfortunately i_clo_m _at_ _gui_ someone_clo_s squatting
1961410704,worry,know i_clo_m already week behind ff_dat_ try get one done today_exc_ called work 2hrs early due problems busy day
1961411182,surprise,ever going another production last 5 years ny_int__int__int__int__int__int__int__int__int_ still haven_clo_t seen
1961411786,neutral,_at_ hey way u make somatic theme leopard_int_ themes installers already shapeshifter independent
1961411848,neutral,said effed nose_exc_
1961412098,surprise,dreary day la_dat_ sunshine go_int_
1961412216,surprise,take back cast_dat__dat__dat_one dropped last night_exc_
1961412381,neutral,reading today_clo_s paper along watered coffee compliments _clo_rents_dat__dat__dat_
1961412397,worry,_at_ oh no_exc__exc_ hope it_clo_s bad
1961412612,sadness,young love comes end
1961412752,sadness,im well bored great half term dont wan na go back school monday _col__clo__par_ enjoying hot weatler lo0l _sem__par_
1961412836,worry,_at_ work next door sucking
1961413380,love,tweeting tweeple tweens_com_ tomorrow 30
1961413415,worry,waiting go 4th period get final with_dat_ omgg im sooo gon na fail
1961413599,sadness,dang ldbf didnt give follow friday shot
1961413646,neutral,_at_ yes_com_ found you_exc_ come greenville_dat_ perfect weekend pictures sidekick go shooting
1961414473,fun,_at_ cold one me_com_ i_clo_m work
1961414627,empty,get back home_dat_ first exam long time finish _dat__dat__dat_
1961415101,empty,it_clo_s beeen onee year
1961415193,worry,anxious dance recital tonorrow _col__sla_ groove central miiiiissed coach mycs_exc_ loveyouuuu_exc_
1961415222,surprise,_at_ _at_ dublin tomorrow_exc__exc_ cant wait_dat__dat_ hope ye excited year since last time
1961415242,neutral,sharapova loses 1st set 6_gui_1
1961415253,worry,_ast_sad face_ast_ project_gui_m keeps crashing itunes
1961415370,sadness,drinking instead beer_col_ airport beer_dat__dat_ least carbonated_dat__dat__dat_ _url_
1961415441,surprise,_at_ dont even know lenaaa going clothes show_int_
1961415771,fun,_hashtag_ honor web buddies moved_dat_ _at_ _at_ _at_ _at_
1961415800,neutral,_at_ room work laptop fb chat might work
1961416052,worry,look like crap right im fucking moody _ast_shooting star_ast_
1961416273,sadness,_at_ oh sucks i_clo_m sorry_dat_
1961416554,neutral,twitterberry moved ubertwitter _gui_ suffered bb cache errors
1961416663,neutral,_at_ sorry hear news
1961416739,neutral,_at_ smh dats whack
1961416770,worry,need get together ricky gets home_dat_ going pleased breaking damn bathroom
1961416950,surprise,_at_ oh no_exc_ dead muffins _dat__dat__dat_ sad
1961417007,hate,tweetdeck languishing api hell_dat_ again_dat_
1961417191,worry,_at_ wondering_dat__dat__dat__dat_ great weekend_exc_
1961417329,enthusiasm,back lancaster bored already_com_ can_clo_t wait start work_exc_ missing hel_exc_
1961417426,sadness,could tell gon na angry day_dat__dat__dat_
1961417506,sadness,nw macedonia_col_ rainy days row_dat_
1961417762,neutral,eww town fair tire smells horrible_dat_ making sick
1961417787,worry,_at_ hey mar_exc_ miss also _par_ yeah got ta find stupidstupid school _par_
1961418607,worry,_at_ bird living me_dat_ find ways kill damn things beside exterminator_dat_ _hashtag_ sucks
1961418669,sadness,hate sweetie bad day _url_
1961418694,sadness,_at_ ikr_int_ parents take cake tho_com_ don_clo_t grocery shop go eat time 2_dat__dat__dat_
1961419132,worry,_at_ said fucked nose_exc_
1961419627,neutral,nobody likes feel low priority_dat_
1961420052,fun,_at_ yeah face2face nite went palisades see star trek_dat_ can_clo_t remember it_dat_ said car
1961420596,worry,i_clo_ll follow friday little later on_dat__dat__dat_i_clo_m busy taking lady_clo_s job_dat_
1961420631,worry,sorry i_clo_ve typing wrongly_dat_ usually_com_ i_clo_ve typed something_com_ wont read_dat_ i_clo_ll press _clo_enter_clo_ button
1961420714,sadness,_at_ competition around corner_int_ take slow least week_dat_ twisted ankle back jc_com_ awfully painful_dat_
1961420977,sadness,_at_ i_clo_m getting another one _dat__dat__dat_ there_clo_s 1 alfie
1961421307,sadness,_at_ welcome twitter world andrew_exc_ tell david twitter haha kiddin_clo_ know doesn_clo_t want one_dat__dat_ booo_dat__dat_
1961421359,neutral,_at_ bb
1961422033,neutral,_at_ ok
1961422091,neutral,_at_ life changing redhead _gui_ got away
1961422291,worry,i_clo_m really feeling today_dat__dat__dat_soooo much work soar throat gosh
1961422360,worry,teeth eye hurt someone make feel better
1961422514,sadness,think it_clo_s unfair miss sun places work closed writing essays allowed it_clo_s sunny_exc_
1961422696,sadness,headache
1961422703,worry,chauncey giving last sac speech_dat__dat__dat_
1961422722,love,goodnight loveee_com_ attend extra classes school tmrw_dat_ urgh
1961422811,sadness,co_gui_worker_clo_s last day going miss
1961423330,hate,_at_ _at_ u guys soo unfair smh_dat__dat__dat_
1961423558,love,_at_ know mark still one favorite boys ever_dat_ nice adorable_dat_
1961423712,neutral,using on_gui_screen keyboard
1961423737,surprise,_at_ far downtown_com_ 30_gui_40 minutes veggie burgers
1961423828,worry,_at_ haven_clo_t talked since last day school_exc_ that_clo_s right_dat_
1961423948,neutral,_at_ there_clo_s supposed & lt_sem_3 end last tweet guess twitter ate
1961424200,sadness,evermore & amp_sem_ end fashion rocks_exc_ poor foot though_exc_ oww_exc_ injured foot_dat_ good_dat_ sore tomorrow_dat_ details follow later
1961424843,love,_at_ hey_exc_ wanted confirm we_clo_re still meeting rivoli _at_ 6pm_int_ stay hour bit _hashtag_
1961425011,worry,_at_ aww_dat__dat__dat_ try rest na lang muna_dat__dat__dat_ ^^
1961425640,surprise,hangover today
1961425654,fun,_at_ wan na go sexxieluv party though
1961425775,sadness,ughhh studying finals wish could go prom
1961426132,worry,waaayyyy hungry_exc_ oh fyi work email blah_exc_
1961426457,worry,_at_ totally missed chatroom_dat_ i_clo_m lame
1961426774,hate,oh god_com_ moth living fucking power outlet_exc_ _par_actually_com_ powersquid_dat__par_
1961427289,sadness,sometimes forget boys feelings
1961427598,neutral,_at_ haven_clo_t one long time_dat_ expensive
1961427701,worry,_at_ fun afternoon trying though_dat__dat__dat__dat_bbq_clo_s though_dat__dat__dat_feeling bit sick
1961427916,hate,_at_ too_dat_ hate computer much_dat__dat_
1961427930,sadness,also think i_clo_m talking now_dat_ okay need get bed_dat_ btw_com_ miss brothers_dat_
1961427932,worry,sinus headaches suck big time_exc_
1961427963,relief,_at_ think boat sailed friend_dat__dat__dat_ cco_clo_s them_com_ months ago_dat__dat__dat__dat_ wish luck though_dat__dat__dat_
1961428280,fun,_at_ soooo funny_exc_ thanks today_dat_ btw_com_ lebron harassed
1961428487,worry,_par__at__par_ oh snap_exc_ broke windshield replacing wiper blades_dat_
1961429900,love,_at_ know_exc_ love nicholas braun & amp_sem_ think he_clo_ll make okay cameron don_clo_t wan na see either
1961430280,worry,damn broke day guitar hero metallica comes out_exc_ boooooooo
1961430716,worry,come straighten hair sprinkle
1961431194,hate,much amazing day_dat__dat__dat_some pervert ruined
1961431402,sadness,_at_ it_clo_s 12_col_30am_com_ _at_ stopped tweeting_com_ brain_clo_s functioning_dat_ wan na cry_dat_ haha_dat_ philippines tour_com_ please_int_ love ya_exc_
1961431531,neutral,_at_ idea
1961431769,neutral,i_clo_m giver_com_ life rewards takers_dat_ givers make takers possible_com_ get appreciation do_gui__gui_we get taken_dat_
1961431798,neutral,seriously_dat_ dont like girls_dat_
1961431802,sadness,ate chocolate
1961431982,sadness,moving back home today_dat_ pro_col_ obnoxiously closer _at_ con_col_ mpls runs_sla_excursions least year_dat_
1961432140,worry,dang didnt even remember bday today
1961432262,worry,_at_ don_clo_t think am_com_ sisters refusn get ticket now_dat_ next week_int_
1961432558,worry,can_clo_t eat hot pocket anymore without thinking jim gaffigan
1961433029,empty,cleaning room_dat__dat_
1961433056,surprise,sucks don_clo_t drawing tablet_exc_
1961433106,sadness,_at_ ive trying get years_com_ hard move on_com_ youre love_dat__dat_it sucks
1961433178,love,want see badly
1961433327,worry,would get thousand battlegrounds _hashtag__com_ mean don_clo_t even know could reach number make trending tpc
1961433491,love,noooo_exc__exc__exc_ & quot_sem_thehannabeth_col_ crush_dat__dat__dat_ _sem__par_ & quot_sem_
1961433640,surprise,_at_ alright babes & gt_sem_ & lt_sem_ boo_dat_ im gon na leave agaiiiiin
1961433852,relief,_at_ know worth shot_com_ though_exc_
1961434329,happiness,heading beaumont
1961434407,worry,truly sad_dat__dat__dat_ cheap little camcorder shot craps_dat__dat__dat__dat__dat_
1961434882,neutral,_dat__dat__dat__dat__dat__dat__dat_ never got see print
1961435029,worry,hate 1gb ram use host 1gb virtual machine sucks much
1961435671,empty,gon na nap n chill probably go movie later_dat_ ugh headache sux ass_dat_ cloudy day
1961435689,worry,hiding behind clouds mr_dat_ sun
1961435872,sadness,_at_ radio x 96_dat_1 going sports next month_dat_ radio dead_dat_ _hashtag_
1961436638,surprise,slept almost 11 hours straight still tired _exc_ better getting sick
1961436694,neutral,_at_ dm never sent
1961436807,sadness,_par_sigh_par_ guess we_clo_re gon na meet today_dat_
1961436818,worry,god school going suck ass next year_exc_
1961437632,surprise,guy called ad_gui_hd kid earlier today_com_ hurts
1961438666,worry,6_col_29 pm _gui_ ok_com_ let_clo_s go _hashtag_ _hashtag_ first_dat__dat_ break _col__gui_0 aargh_dat__dat_ tired
1961438877,sadness,argue byron said im fat
1961438954,worry,_at_ ugh_dat__dat__dat_ know economy depressing_dat__dat__dat_
1961439053,relief,_at_ hey_exc_ chutti tiring_dat__dat_ travel tomo friday_int_
1961440170,empty,downfall relaxing later mad manual labor now_dat__dat__dat_just finish cleaning fridge_dat__dat_and fold clothes_dat__dat_house work blues
1961440287,sadness,wish chicago_dat_
1961440600,neutral,_at_ personally know many people_sla_agencies could built sites_dat_ like pres candidate buying honda_dat_
1961440619,worry,_at_ me_com_ huh_int_ i_clo_m crying_dat_ u forget me_int_
1961441025,sadness,slept 12 hrs_exc_ body aching
1961441523,sadness,_at_ get go coffee it_clo_s fun_dat_ hate too_exc_
1961449612,fun,_at_ awww she_clo_s laavly _sem__par_ come i_clo_ve got stunning wee tan _par_l_par_ _sem__par_ yourself_int_
1961449908,love,_at_ tried td_com_ battled cs3 processor_dat_ nambu really good_com_ unintuitive
1961449910,sadness,_at_ im doofus could happen wahhh_exc__exc__exc_ _col__clo__par__exc__exc__exc__exc__exc__exc__exc__exc__exc__exc_ im break_exc__exc_
1961450066,worry,thinks & quot_sem_not girlfriend & quot_sem_ needs douchebag right now_dat__dat__dat_ i_clo_m mood feel neglected
1961450097,sadness,_at_ he_clo_s even fat_exc__exc__exc__exc_ huh_com_ _at__int_ he_clo_s friggin huge_exc_ freak_dat_
1961450535,surprise,anybody seen _at__int__int__int_ twinster
1961451430,worry,spent last two weeks attempting grow beard _par_from scratch_par__com_ fears may look bit rubbish_dat__dat__dat_ _url_
1961451518,sadness,left inn im school_dat_ dang straight dead here_exc__exc_ _col_ & lt_sem_3hannah_col_
1961452189,worry,_at__sem_ re_col_ home _gui_ that_clo_s exactly meant_dat__dat__dat_ home d_gui_town_dat_ _sem__par_ also_com_ re_col_ computer_dat__dat__dat_ uh_dat__dat__dat_ brokt it_dat__dat__dat_
1961452439,sadness,blah car repairs_dat__dat__dat_ almost 600 dollars_dat__dat__dat_ shopping around better deal_dat_
1961452464,worry,_at_ sac won_clo_t offer fundamentals math 2 teachers summer one booo_dat_ miss sac_exc_
1961452740,sadness,_at_ darnit_dat_ see happens avoid teh interwebs work_dat_
1961452997,neutral,_at_ dont one _gui_ dunno mom ever one _gui_
1961453017,happiness,_at_ wish going too_exc_ still coming nicoles preprom_int_ _at_ can_clo_t wait preprom_exc__exc__exc__exc_
1961453148,neutral,work till five_exc_
1961453227,neutral,hungry_com_ don_clo_t appetite
1961453470,sadness,apartment emptying & amp_sem_ day_dat__dat_ sad_dat__dat_ last week 2000
1961453654,neutral,shoesshoesshoes_dat_yayyayyay_dat_lol_dat_iwouldpostatwitpic_dat_butidntknohow2
1961453735,neutral,cleaning house family comming later today_dat__dat_
1961453796,neutral,start eating healthy
1961454986,worry,_at_ oooommmmggg_com_ probs will_com_ busy slay properly hopefully i_clo_ll stay ahead 1 task week_exc_
1961455628,boredom,got home bank_com_ teller definitely hitting me_dat_ interested_dat_
1961455673,neutral,_at_ he_clo_s married
1961455862,hate,feet cold_dat__dat__dat__dat__dat_i hate feet get cold
1961455867,happiness,_at_ pretty good_exc__exc__exc_ think overdid gym yesterday_dat__dat__dat_ working
1961456147,surprise,day_exc_ _hashtag_ completed_com_ aching over_exc_ clearing trees around beautiful lake_dat_ splitting headache tho
1961456179,surprise,whoops _gui_ got sunburnt
1961456339,sadness,_at_ awww i_clo_m sorry kind fish have_int_
1961456343,worry,_at_ ian going matinee tomorrow_com_ that_clo_s plan least_dat__dat__dat_it_clo_s going expensive 3d night
1961457302,love,another song makes cry cry day night long_dat_
1961457398,worry,dog suffering abandonment issues_dat_ thinks i_clo_m moving without her_dat_
1961457400,worry,tum unhappy morning _par_ & amp_sem_ it_clo_s definitely hangover_com_ either_par__dat_ i_clo_d call sick work except heidi needs ride home_dat_
1961457475,sadness,guys stupid_int_ idea good girl actually cares them_dat__dat_so sad
1961457597,worry,bus stuck traffic_sem_ gon na late
1961457995,fun,4_dat_30am_com_ sleep timeee_dat_ wanted watch gossip girl i_clo_m way tired goodnight_exc_
1961458586,sadness,_at_ yep_com_ supposed last weekend_dat_ filthy weather
1961458844,neutral,_at_ mmm _gui_ btw talking & amp_sem_ gone_dat_ 2_dat_95 %
1961459524,hate,zoids torrent crashed 8 hours downloading_dat_ 6 % done time_com_ apparently i_clo_m zoids fan ever_dat_
1961459579,worry,feeling better_com_ still coughing_dat_ _col_ _sla_ moving yet_dat_ impossible_dat_
1961459665,worry,swear_com_ dog anxiety issues_dat_
1961459823,sadness,heading dmv pay hard_gui_earned money
1961459940,worry,burnt finger toaster
1961459948,happiness,also_com_ lipton_clo_s sparkling green tea gross
1961462700,love,_at_ yes_exc_ fb_com_ ah miss
1961462777,hate,freesat_clo_s coverage _par_sky dish_par_ really_com_ really bad moment_com_ blocks place_com_ really annoying_exc_ _url_
1961462822,happiness,_at_ eeeeep jealous _sem__par_ i_clo_m work um_com_ u receive viva_int_ broadcast online_int_ _col_plz_col_
1961462869,sadness,forgive hurting one love most_int_
1961462879,neutral,_at_ well_com_ i_clo_ll lemon ranch you_dat_ me_com_ though_dat_
1961463078,worry,_url_ shot calmin down_exc_
1961463424,empty,_at_
1961463504,neutral,rumbo bachilleres
1961463912,worry,did_dat__clo_t get tht_dat_
1961463950,worry,_at_ _col_o awww leave off_com_ shes ace_exc_ shes one fav actresses_exc_
1961464300,worry,sickkk_com_ it_clo_s two days since summer started suck already_exc_
1961465084,sadness,_at_ it_clo_s damp weather_dat__dat__dat_
1961465152,worry,ever restaurant 200 items menu_int_ lunch decision shouldn_clo_t hard
1961465303,sadness,_at_ know_dat__dat_ suck_dat__dat_ i_clo_m master procrastinator _dat__dat__dat_ guys don_clo_t much fun without
1961465481,sadness,last day off_dat__dat__dat_ back work tomorrow
1961465500,worry,_at_ internet like 9th grade fast_com_ dieing
1961465794,worry,_at_ oh noon_int_ don_clo_t know make one_dat__dat__dat_i get 30 min lunch
1961465985,worry,_at_ sorry bearer bad news_dat_
